stateId,spaceStatus,placeStatus,resolvedName,subcategoriesPrimary.name,address,postcode,validityTime.start,validityTime.end,verifiedTimesLast,verifiedTimes,placeId,placeCreationDate,spaceId,spaceCreationDate,latitude,longitude,entrances.main.floor,entrances.main.entranceMethod,hours,tel,emails,urls.website,urls.facebook,urls.instagram,urls.menu,urls.contact,urls.liveWeb,image,slug,description,name,genericName.id,genericName.name,chain.chainId,chain.name,chain.urls.website,parent.placeId,parent.name,parent.categoriesPrimary.id,parent.categoriesPrimary.name,tagsPrimary.id,tagsPrimary.name,subcategoriesPrimary.id,categoriesPrimary.id,categoriesPrimary.name,tags.id,tags.name,subcategories.id,subcategories.name,categories.id,categories.name,offerings.positive.id,offerings.positive.name,isStorefront,isInterior,isMobile
6816b4b18d40b7f2fbf8bcb4,Occupied,Operating,Krave Delicatessen & Cafe,Restaurant,172 Allen St,10002,2025-05-04T00:28:31Z,,2025-05-04T00:28:32Z,2025-05-04T00:28:32Z,6816b4b18d40b7f2fbf8bcb3,2025-05-04T00:28:33Z,59c10efb7b2a3677ef5361c1,2015-03-24T20:26:36Z,40.7214912,-73.98893734,1,fixed,,,,,,,,,https://share.livexyz.com/venue/6816b4b18d40b7f2fbf8bcb3,https://calendre.imgix.net/ba4cf581-5a72-4df0-b891-fa8be013e89b_image.png,,,Krave Delicatessen & Cafe,,,,,,,,,,59c18724e41d550e7ccd7793,Deli,5511be633d42bd000300064e,59ea276af86351000446c403,Food,59c18724e41d550e7ccd7793,Deli,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
6816b480da5ed6e9a16c3ccc,Occupied,Operating,ZZâ€™s Clam Bar,Restaurant,169 Thompson St,10012,2025-05-04T00:27:42Z,,2025-05-04T00:27:43Z,2025-05-04T00:27:43Z,6816b480da5ed6e9a16c3ccb,2025-05-04T00:27:44Z,59c10edc7b2a3677ef5309db,2015-03-24T20:05:38Z,40.72765302,-74.00043352,1,fixed,,,,,,,,,https://share.livexyz.com/venue/6816b480da5ed6e9a16c3ccb,https://calendre.imgix.net/2ef1caa2-6dff-4e22-9683-8b6984edcef2_image.png,,,ZZâ€™s Clam Bar,,,,,,,,,,5511be853d42bd00030006fc,Seafood Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be853d42bd00030006fc,Seafood Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
681388368cac6c7fad4482a4,Occupied,Operating,Avo Taco,Restaurant,21297 26th Ave,11360,2025-05-01T14:41:56Z,,2025-05-01T14:41:56Z,2025-05-01T14:41:56Z,681388368cac6c7fad4482a3,2025-05-01T14:41:58Z,5ada4a14dcae7a000477e7d2,2018-04-20T20:14:12Z,40.77863632,-73.77675065,1,fixed,,,,,,,,,https://share.livexyz.com/venue/681388368cac6c7fad4482a3,https://calendre.imgix.net/c30891b5-3e29-4ac2-97e1-ade18a8f338f_image.png,,,Avo Taco,,,,,,58ed1d5105af7b0004cfe289,The Bay Terrace,59ea28543a04ba000459f81f,Home & Hobby,5511be4b3d42bd00030005e1,Mexican Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be4b3d42bd00030005e1,Mexican Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,56dc73c2c55a626ccde58419,Dine In,TRUE,FALSE,FALSE
680ff29299c8acf52ef73fde,Occupied,Operating,Bobavise,Coffee & Tea,893 Nostrand Ave,,2025-04-28T21:26:41Z,,2025-04-28T21:26:42Z,2025-04-28T21:26:42Z,680ff29299c8acf52ef73fdd,2025-04-28T21:26:42Z,680ff29299c8acf52ef73fdb,2025-04-28T21:26:42Z,40.66609929,-73.95072606,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680ff29299c8acf52ef73fdd,https://calendre.imgix.net/59b986bd-97c7-4fc3-8b16-2c7c42a525fb_image.png,,,Bobavise,,,,,,,,,,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,59ea276af86351000446c403,Food,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,Coffee & Tea,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680ff1c08cac6c7fad43e650,Occupied,Operating,Creme Cuisine,Restaurant,1031 E 92nd St,,2025-04-28T21:23:11Z,,2025-04-28T21:23:11Z,2025-04-28T21:23:11Z,680ff1bf8cac6c7fad43e64f,2025-04-28T21:23:11Z,680ff1bf8cac6c7fad43e64d,2025-04-28T21:23:11Z,40.64381983,-73.9076451,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680ff1bf8cac6c7fad43e64f,https://calendre.imgix.net/1246b3ac-0bc4-4ffb-9c24-a575d8d1bc3e_image.png,,,Creme Cuisine,,,,,,,,,,5511be7f3d42bd00030006e0,Fried Chicken Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be7f3d42bd00030006e0,Fried Chicken Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,563260851f8c100003002b9a,Quick Bites,TRUE,FALSE,FALSE
680ff0cf501dbb6acd24ffb5,Occupied,Operating,China Wok,Restaurant,1035 E 92nd St,,2025-04-28T21:19:11Z,,2025-04-28T21:19:11Z,2025-04-28T21:19:11Z,680ff0cf501dbb6acd24ffb4,2025-04-28T21:19:11Z,680ff0cf501dbb6acd24ffb2,2025-04-28T21:19:11Z,40.64375133,-73.90755662,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680ff0cf501dbb6acd24ffb4,https://calendre.imgix.net/743582d2-afb1-45ef-9386-efe55cf255b4_image.png,,,China Wok,,,,,,,,,,5511be7737345d00030006df,Chinese Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be7737345d00030006df,Chinese Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,563260851f8c100003002b9a,Quick Bites,TRUE,FALSE,FALSE
680fee0130e6468482098988,Occupied,Operating,Blazin Treats,Sweets & Desserts,1219 Edward L Grant Highway,10453,2025-04-28T21:07:11Z,,2025-04-28T21:07:12Z,2025-04-28T21:07:12Z,680fee0130e6468482098985,2025-04-28T21:07:13Z,5ad647f2b0697a0004d1dce7,2018-04-17T19:16:02Z,40.83628112,-73.92256777,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fee0130e6468482098985,https://calendre.imgix.net/5c22e094-a9dd-4d7e-ac29-7cc5d8ca88b1_image.png,,,Blazin Treats,,,,,,,,,,5511be7f3d42bd00030006e2,Creperie,56252e42a61e5400030050fd,59ea276af86351000446c403,Food,5511be7f3d42bd00030006e2,Creperie,56252e42a61e5400030050fd,Sweets & Desserts,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fee008f8cb8a94bff58b4,Occupied,Operating,Tadpole,Bar,356 Marcus Garvey Boulevard,11221,2025-04-28T21:07:09Z,,2025-04-28T21:07:11Z,2025-04-28T21:07:11Z,680fee008f8cb8a94bff58b2,2025-04-28T21:07:12Z,59c110e77b2a3677ef5bfaa6,2016-03-01T17:25:59Z,40.68489336,-73.9385575,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fee008f8cb8a94bff58b2,https://calendre.imgix.net/35a9ce6d-05df-4d24-bbc4-59b3f8973e89_image.png,,,Tadpole,,,,,,,,,,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,59ea28d4f86351000446c55f,Drinks,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,Bar,59ea28d4f86351000446c55f,Drinks,,,TRUE,FALSE,FALSE
680fedfed38851536ad9000d,Occupied,Operating,Sofias Bagel,Restaurant,376A Marcus Garvey Boulevard,11221,2025-04-28T21:07:08Z,,2025-04-28T21:07:09Z,2025-04-28T21:07:09Z,680fedfed38851536ad9000b,2025-04-28T21:07:10Z,59c110e77b2a3677ef5bf9ed,2016-03-01T17:19:50Z,40.6842877,-73.93842833,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedfed38851536ad9000b,https://calendre.imgix.net/920aba9a-caf3-41bc-a7a9-930c94c61c9b_image.png,,,Sofias Bagel,,,,,,,,,,5511be6537345d0003000689,Bagel Shop,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be6537345d0003000689,Bagel Shop,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedfd30e6468482098972,Occupied,Operating,Garcia Bakery,Sweets & Desserts,1730 Bath Avenue,11214,2025-04-28T21:07:07Z,,2025-04-28T21:07:08Z,2025-04-28T21:07:08Z,680fedfd30e646848209896f,2025-04-28T21:07:09Z,59c1140e7b2a3677ef6e7e4d,2016-09-13T17:26:53Z,40.6045713,-74.00753674,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedfd30e646848209896f,https://calendre.imgix.net/55abc0d6-052b-4846-a21f-77121d62adb8_image.png,,,Garcia Bakery,,,,,,,,,,5511be3f37345d00030005d6,Bakery,56252e42a61e5400030050fd,59ea276af86351000446c403,Food,5511be3f37345d00030005d6,Bakery,56252e42a61e5400030050fd,Sweets & Desserts,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedfc8f8cb8a94bff58a3,Occupied,Operating,Bay Bubble Tea,Coffee & Tea,8776 Bay Parkway,11214,2025-04-28T21:07:06Z,,2025-04-28T21:07:07Z,2025-04-28T21:07:07Z,680fedfc8f8cb8a94bff58a2,2025-04-28T21:07:08Z,59c114177b2a3677ef6e994c,2016-09-15T15:53:50Z,40.59841591,-73.99771543,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedfc8f8cb8a94bff58a2,https://calendre.imgix.net/59ff78d3-4598-4dff-a218-e29dce6ac87f_image.png,,,Bay Bubble Tea,,,,,,,,,,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,59ea276af86351000446c403,Food,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,Coffee & Tea,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
